name,ra,dec,imagename,paper_id,flag_discovery,redshift_source,redshift_source_secure,flag_source_redshift,redshift_lens,redshift_lens_secure,flag_lens_redshift,n_images,image_configuration,image_separation,lens_type,source_type,flag_confirmed,flag_contaminant,contaminant_type,flag_candidate,candidate_score,uploader_comment,other_comment
SDSS J0137+0401,24.356392,4.022209,,2021MNRAS.502.4617T,True,1.4704026,True,True,0.618055,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian.",
SDSS J0138+0459,24.51748,4.9962225,,2021MNRAS.502.4617T,True,1.0270661,True,True,0.471808,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the center of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. OII(b, a) doublet feature is indicated in individual exposures.",
SDSS J0143+0151,25.84386,1.858562,,2021MNRAS.502.4617T,True,0.8822087,True,True,0.333546,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Multiple emission-line evidence. Well-formed OII(b, a). Well-formed HIb. Well-formed OIIIa. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Candidate emission-line OIIIa might be mistaken as foreground HeI.",
SDSS J2311+0451,347.8803,4.8517675,,2021MNRAS.502.4617T,True,1.6355287,True,True,0.551118,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Visual inspection of the image reveals supportive indications of nearby object (discernable in DECaLS image and SDSS image), which implies a total grade of B.",
SDSS J2310+0247,347.51962,2.79992,,2021MNRAS.502.4617T,True,1.0595281,True,True,0.389685,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. OII(b, a) doublet feature is indicated in individual exposures.",
SDSS J2300+0141,345.11252,1.6937288,,2021MNRAS.502.4617T,True,1.2875358,True,True,0.327745,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.25," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. OII(b, a) doublet feature is indicated in individual exposures. Visual inspection of the image reveals supportive indications of possible overlapped colors of source galaxy behind foreground target (emergent in DECaLS image), which implies a total grade of B+.",
SDSS J2237+0300,339.48325,3.005059,,2021MNRAS.502.4617T,True,0.8809093,True,True,0.445729,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Multiple emission-line evidence. Well-formed OII(b, a). Discernable HIb. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Potential sky contamination near HIb. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J2236+0459,339.05005,4.9907265,,2021MNRAS.502.4617T,True,0.79998094,True,True,0.361569,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. SN is>=12 for OII(b, a). OII(b, a) doublet feature is indicated in individual exposures. Multiple emission-line evidence. Discernable OII(b, a). Emergent HId. Discernable HIc. Well-formed HIb. SN is>=12 for HIb. Discernable OIIIa. Candidate emission-line HId might be mistaken as foreground FeVI. Potential sky contamination near HIc. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Occurance of passed first-inspection detections observed in the restframe near the center of the candidate emission-line is significantly more common than the local median around OII(b, a).",
SDSS J2244+0315,341.22858,3.264187,,2021MNRAS.502.4617T,True,1.5725734,True,True,0.791129,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Occurrence of detections observed in the observed frame near the left side of the candidate emission-line is slightly more common than the local median around OII(b, a). OII(b, a) doublet feature is indicated in individual exposures.",
SDSS J0013+0209,3.3243413,2.158772,,2021MNRAS.502.4617T,True,1.4704026,True,True,0.54317,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.5," Signal width matches OII(b, a). Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J0038+0103,9.6116905,1.06365,,2021MNRAS.502.4617T,True,0.98274904,True,True,0.380301,True,True,,,,STRIPE82BCG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Multiple emission-line evidence. Discernable OII(b, a). Emergent HIb. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. OII(b, a) doublet feature is indicated in individual exposures. Visual inspection of the image reveals supportive indications of multiple images (emergent in DECaLS image and SDSS image), which implies a total grade of A+. Second possible image appears in favor of discoloration instead of forming an indication of a shape.",
SDSS J0045+0256,11.251204,2.9478045,,2021MNRAS.502.4617T,True,1.4410002,True,True,0.623772,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.5," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J0109+0352,17.461388,3.8691795,,2021MNRAS.502.4617T,True,1.3370494,True,True,0.183606,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Visual inspection of the image reveals supportive indications of possible overlapped colors of source galaxy behind foreground target (emergent in DECaLS image and SDSS image), which implies a total grade of A+.",
SDSS J0106+0423,16.673124,4.3896446,,2021MNRAS.502.4617T,True,1.6537973,True,True,0.565733,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Visual inspection of the image reveals supportive indications of a ring (discernable in DECaLS image and SDSS image), which implies a total grade of A+.",
SDSS J0112+0253,18.106874,2.8846798,,2021MNRAS.502.4617T,True,0.9841199,True,True,0.239192,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Emergent OIII(b, a) 3/1 pattern. Multiple emission-line evidence. Well-formed OII(b, a). Discernable HIb. Emergent OIIIb. Discernable OIIIa. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang.",
SDSS J0113+0333,18.487911,3.5518987,,2021MNRAS.502.4617T,True,1.6101638,True,True,0.401985,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.25," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the left side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Visual inspection of the image reveals supportive indications of an arc (emergent in DECaLS image and SDSS image), which implies a total grade of B+.",
SDSS J2205+0415,331.45905,4.256884,,2021MNRAS.502.4617T,True,1.1211321,True,True,0.268019,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Signal not quickly discernable across arcs/flats or exposures. Occurance of passed first-inspection detections observed in the restframe near the center of the candidate emission-line is significantly more common than the local median around OII(b, a).",
SDSS J2213+0235,333.26843,2.5929334,,2021MNRAS.502.4617T,True,0.9242776,True,True,0.319897,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.25," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. OII(b, a) doublet feature is indicated in individual exposures.",
SDSS J2214+0258,333.5852,2.9820828,,2021MNRAS.502.4617T,True,0.84657824,True,True,0.349385,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.25," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Multiple emission-line evidence. Discernable OII(b, a). Emergent OIIIb. Discernable OIIIa. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Potential sky contamination near OIIIb. Potential sky contamination near OIIIa. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J2227+0234,336.77942,2.5832932,,2021MNRAS.502.4617T,True,0.7933617,True,True,0.298023,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Multiple emission-line evidence. Discernable OII(b, a). Emergent OIIIa. Occurrence of detections observed in the restframe near the left side of the candidate emission-line is slightly more common than the local median around OIIIa. Visual inspection of the image reveals supportive indications of nearby object (discernable in DECaLS image and SDSS image), which implies a total grade of A+.",
SDSS J0238-0305,39.54023,-3.0854003,,2021MNRAS.502.4617T,True,1.066178,True,True,0.444355,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. SN is>=12 for OII(b, a). Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. OII(b, a) doublet feature is indicated in individual exposures. Candidate emission-line OII(b, a) might be mistaken as foreground FeVI. Doublet shape is wider than the single emission-lines of the target.",
SDSS J0229-0158,37.417828,-1.9730204,,2021MNRAS.502.4617T,True,0.8057928,True,True,0.33859,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Discernable OIII(b, a) 3/1 pattern. Multiple emission-line evidence. Discernable OII(b, a). Discernable OIIIb. Discernable OIIIa. Potential sky contamination near OIIIb. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Potential sky contamination near OIIIa. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J0223-0303,35.82556,-3.0627506,,2021MNRAS.502.4617T,True,1.0444096,True,True,0.426894,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Visual inspection of the image reveals supportive indications of an arc (discernable in DECaLS image), which implies a total grade of A-.",
SDSS J0154-0232,28.575209,-2.535426,,2021MNRAS.502.4617T,True,1.2032698,True,True,0.553465,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Potential sky contamination near OII(b, a). Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J0153-0155,28.469496,-1.9235749,,2021MNRAS.502.4617T,True,1.4681294,True,True,0.243651,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian.",
SDSS J0201-0242,30.36429,-2.705899,,2021MNRAS.502.4617T,True,1.0896219,True,True,0.436663,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a single Gaussian. Candidate emission-line OII(b, a) might be mistaken as foreground FeVI. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Visual inspection of the image reveals supportive indications of an arc (discernable in DECaLS image and SDSS image), which implies a total grade of A-.",
SDSS J0151-0210,27.86652,-2.1761303,,2021MNRAS.502.4617T,True,1.2344358,True,True,0.526312,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Visual inspection of the image reveals supportive indications of an arc (emergent in DECaLS image), which implies a total grade of A-.",
SDSS J0140-0327,25.067175,-3.4528112,,2021MNRAS.502.4617T,True,0.88004315,True,True,0.230069,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Discernable OII(b, a). Candidate emission-line OII(b, a) might be mistaken as foreground CIII. Doublet shape is wider than the single emission-lines of the target. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. A second nearby signal exists that is weird.",
SDSS J0132-0128,23.000565,-1.4724658,,2021MNRAS.502.4617T,True,1.4393151,True,True,0.780331,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a single Gaussian. Candidate emission-line is skinnier than typical for OII(b, a) emissions. Potential sky contamination near OII(b, a). Sky emissions located near the center of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Visual inspection of the image reveals supportive indications of nearby object (emergent in DECaLS image), which implies a total grade of B-.",
SDSS J0119-0243,19.94357,-2.7307441,,2021MNRAS.502.4617T,True,1.3076386,True,True,0.388241,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J2342-0209,355.6704,-2.1518912,,2021MNRAS.502.4617T,True,1.1260226,True,True,0.187992,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.5," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Multiple emission-line evidence. Emergent OII(b, a). Emergent HIc. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Potential sky contamination near HIc. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J2340-0244,355.0297,-2.734706,,2021MNRAS.502.4617T,True,1.1432254,True,True,0.531352,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.25," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the left side of the candidate emission-line is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Suspicious variance in calibration or sky model observed.",
SDSS J2313-0328,348.37097,-3.4823272,,2021MNRAS.502.4617T,True,1.1951687,True,True,0.505201,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.5," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a single Gaussian. Candidate emission-line is skinnier than typical for OII(b, a) emissions. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. OII(b, a) doublet feature is indicated in individual exposures. Visual inspection of the image reveals supportive indications of possible overlapped colors of source galaxy behind foreground target (emergent in DECaLS image), which implies a total grade of C+.",
SDSS J2312-0148,348.0779,-1.8089468,,2021MNRAS.502.4617T,True,1.0510106,True,True,0.559298,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. SN is>=12 for OII(b, a). OII(b, a) doublet feature is indicated in individual exposures. Suspicious variance in calibration or sky model observed. Candidate emission-line OII(b, a) might be mistaken as foreground FeIV. Doublet shape is wider than the single emission-lines of the target.",
SDSS J2316-0137,349.1297,-1.6190516,,2021MNRAS.502.4617T,True,1.0771494,True,True,0.420216,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a single Gaussian. Candidate emission-line is skinnier than typical for OII(b, a) emissions. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. OII(b, a) doublet feature is indicated in individual exposures.",
SDSS J2239-0254,339.83157,-2.9134572,,2021MNRAS.502.4617T,True,1.024267,True,True,0.474018,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.0," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a mix between double and single Gaussian. Occurance of passed first-inspection detections observed in the restframe near the left side of the candidate emission-line is more common than the local median around OII(b, a).",
SDSS J0011-0210,2.919286,-2.1796496,,2021MNRAS.502.4617T,True,1.1055613,True,True,0.554009,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a single Gaussian. Candidate emission-line is skinnier than typical for OII(b, a) emissions. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the right side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang.",
SDSS J0030-0220,7.7012353,-2.3415217,,2021MNRAS.502.4617T,True,1.1481657,True,True,0.561331,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.25," Emergent OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the left side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Occurrence of detections observed in the observed frame near the center of the candidate emission-line is slightly more common than the local median around OII(b, a). OII(b, a) doublet feature is indicated in individual exposures.",
SDSS J0100-0117,15.061891,-1.2980479,,2021MNRAS.502.4617T,True,1.1987097,True,True,0.51874,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Multiple emission-line evidence. Well-formed OII(b, a). Emergent HIc. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the center of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J0114-0229,18.630531,-2.486877,,2021MNRAS.502.4617T,True,1.3603032,True,True,0.640315,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Visual inspection of the image reveals supportive indications of an arc (discernable in DECaLS image and SDSS image), which implies a total grade of A+.",
SDSS J0107-0312,16.752628,-3.2030814,,2021MNRAS.502.4617T,True,1.204285,True,True,0.525884,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.25," Signal width matches OII(b, a). The shape of the OII(b, a) doublet best matches a single Gaussian.",
SDSS J2205-0142,331.39017,-1.7129025,,2021MNRAS.502.4617T,True,1.3554168,True,True,0.480642,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,1.75," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Multiple emission-line evidence. Discernable OII(b, a). Emergent HId. Potential sky contamination near OII(b, a). Sky emissions located near the center of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the left side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang.",
SDSS J2220-0329,335.1784,-3.489171,,2021MNRAS.502.4617T,True,1.1840762,True,True,0.419957,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.75," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J2235-0227,338.87704,-2.4627292,,2021MNRAS.502.4617T,True,0.9353868,True,True,0.314224,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Well-formed OII(b, a). SN is>=12 for OII(b, a). Multiple emission-line evidence. Well-formed OII(b, a). Emergent OIIIa. Candidate emission-line OIIIa might be mistaken as foreground NiII. Potential sky contamination near OIIIa. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction.",
SDSS J2131-0206,322.9538,-2.1096344,,2021MNRAS.502.4617T,True,1.2556293,True,True,0.557646,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.0," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near the right side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Sky emissions located near the left side of the candidate emission-line is approximate or greater than 30 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Signal not quickly discernable across arcs/flats or exposures.",
SDSS J0238-0503,39.595703,-5.0508246,,2021MNRAS.502.4617T,True,1.3354347,True,True,0.39865,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.5," Signal width matches OII(b, a). The shape of the OII(b, a) doublet best matches a Gaussian with triple spikes. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximately between 20 X 10^-17 ergs/s/cm^2/Ang and 30 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Visual inspection of the image reveals supportive indications of nearby object (discernable in DECaLS image), which implies a total grade of A-.",
SDSS J0225-0454,36.29603,-4.9093127,,2021MNRAS.502.4617T,True,1.1987097,True,True,0.237892,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,2.25," Discernable OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. Potential sky contamination near OII(b, a). Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Occurrence of detections observed in the restframe near the left side of the candidate emission-line is slightly more common than the local median around OII(b, a). Occurance of passed first-inspection detections observed in the restframe near the center of the candidate emission-line is significantly more common than the local median around OII(b, a). Visual inspection of the image reveals supportive indications of possible overlapped colors of source galaxy behind foreground target (emergent in DECaLS image), which implies a total grade of B+.",
SDSS J0213-0347,33.25203,-3.7841957,,2021MNRAS.502.4617T,True,0.8675305,True,True,0.28259,True,True,,,,LRG,EMISSION LINE GALAXY,False,False,,True,3.0," Well-formed OII(b, a). The shape of the OII(b, a) doublet best matches a double Gaussian. SN is>=12 for OII(b, a). Well-formed OIII(b, a) 3/1 pattern. Multiple emission-line evidence. Well-formed OII(b, a). Emergent HId. Emergent HIc. Well-formed HIb. Well-formed OIIIb. Well-formed OIIIa. SN is>=12 for OIIIa. Potential sky contamination near OII(b, a). Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Occurrence of detections observed in the restframe near the left side of the candidate emission-line is more common than the local median around OII(b, a). Potential sky contamination near HId. Sky emissions located near doublet is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Potential sky contamination near HIc. Sky emissions located near the left side of the candidate emission-line is approximate or less than 20 X 10^-17 ergs/s/cm^2/Ang. Nearby sky emission(s) are either relatively insignificant or miss aligned to previously stated candidate emission, and thus less likely to create a false emission-line from under subtraction. Visual inspection of the image reveals supportive indications of an arc (discernable in DECaLS image and SDSS image), which implies a total grade of A+.",
